DurationMonth,CreditAmount,Age,ResidenceSince,StatusAccount,CreditHistory,Purpose,SavingsAccount,EmploymentSince,StatusAndSex,Guarantors,Property,InstallmentPlans,Housing,Job,Telephone,ForeignWorker,Customer,NCredits,NPeopleMain,InstallmentRate,index
7,808,37,1.0,A14, A32, A40, A61, A73, A92, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,4,222
48,1447,23,4.0,A12, A32, A42, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,223
15,9511,22,2.0,A14, A32, A42, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,224
12,3032,23,4.0,A14, A32, A43, A61, A72, A92, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,1,225
60,569,27,4.0,A11, A32, A46, A61, A72, A92, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,226
15,2964,54,2.0,A12, A32, A40, A61, A73, A92, A101, A123, A143, A152, A173, A192, A201,2,1.0,1,4,227
10,944,24,2.0,A14, A32, A42, A63, A73, A93, A101, A123, A143, A151, A172, A191, A201,1,1.0,1,4,228
6,714,24,4.0,A14, A34, A43, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,229
24,3084,38,1.0,A12, A32, A43, A61, A72, A93, A103, A121, A143, A152, A173, A191, A201,1,1.0,2,1,230
12,1430,37,4.0,A11, A32, A46, A61, A74, A93, A101, A124, A143, A153, A173, A191, A201,1,1.0,1,2,231
24,2799,26,2.0,A14, A32, A42, A65, A73, A93, A101, A122, A143, A152, A173, A192, A201,2,1.0,1,4,232
6,2234,52,4.0,A12, A32, A43, A61, A74, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,2,233
36,3543,36,2.0,A14, A32, A40, A63, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,234
4,266,39,1.0,A14, A32, A40, A61, A72, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,235
24,2711,23,2.0,A12, A32, A43, A61, A73, A93, A103, A122, A143, A151, A173, A192, A201,1,1.0,1,1,236
48,2322,44,2.0,A11, A32, A40, A61, A72, A93, A101, A123, A143, A152, A173, A192, A201,2,1.0,2,4,237
6,2763,48,1.0,A14, A32, A49, A61, A71, A93, A101, A122, A142, A152, A173, A191, A201,2,1.0,1,2,238
24,5174,27,2.0,A12, A31, A46, A61, A71, A94, A101, A124, A141, A152, A174, A192, A201,2,1.0,1,4,239
12,6335,35,2.0,A14, A32, A40, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,2,240
16,1628,29,1.0,A14, A33, A45, A64, A73, A92, A102, A121, A142, A152, A173, A191, A201,1,2.0,1,2,241
12,2145,32,2.0,A12, A33, A46, A64, A73, A92, A102, A122, A142, A152, A172, A191, A201,2,2.0,1,4,242
36,6847,19,2.0,A14, A32, A40, A61, A72, A93, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,3,243
30,1110,24,4.0,A12, A34, A40, A61, A72, A92, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,3,244
24,8507,29,2.0,A12, A32, A41, A61, A74, A93, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,3,245
6,324,19,1.0,A14, A32, A43, A65, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,246
12,7425,24,2.0,A12, A32, A42, A61, A71, A93, A101, A122, A143, A152, A174, A191, A201,2,1.0,1,1,247
24,1014,42,4.0,A14, A34, A40, A65, A75, A93, A101, A124, A143, A152, A173, A192, A201,1,2.0,1,4,248
9,2142,22,2.0,A14, A34, A43, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,3,249
36,8803,27,4.0,A14, A32, A41, A61, A75, A92, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,1,250
9,2056,31,1.0,A11, A32, A40, A62, A74, A93, A102, A122, A143, A152, A173, A191, A201,1,1.0,2,3,251
24,12037,66,2.0,A12, A32, A42, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,2,2,252
6,491,35,4.0,A14, A32, A43, A65, A75, A93, A101, A124, A143, A153, A172, A191, A201,1,1.0,1,2,253
12,7788,21,2.0,A12, A34, A43, A61, A73, A93, A101, A121, A143, A152, A173, A192, A201,1,2.0,1,1,254
48,1528,38,3.0,A14, A31, A40, A62, A73, A94, A101, A122, A141, A152, A172, A191, A201,1,1.0,1,4,255
12,2054,36,3.0,A14, A32, A43, A61, A73, A94, A101, A121, A143, A152, A173, A191, A201,1,1.0,2,4,256
30,5098,50,2.0,A14, A32, A43, A61, A75, A93, A101, A124, A143, A153, A173, A192, A201,1,1.0,1,4,257
24,3300,26,1.0,A12, A32, A40, A65, A73, A92, A102, A121, A143, A152, A173, A191, A201,2,1.0,1,2,258
14,4930,50,2.0,A14, A34, A43, A61, A73, A93, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,1,259
6,706,63,4.0,A14, A34, A46, A65, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,1.0,1,4,260
21,423,31,2.0,A14, A32, A43, A61, A73, A94, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,261
12,1479,35,1.0,A11, A32, A40, A61, A73, A93, A101, A123, A143, A152, A174, A191, A201,1,1.0,1,4,262
15,2522,57,3.0,A14, A34, A40, A61, A75, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,2,263
6,703,55,1.0,A11, A32, A43, A61, A73, A92, A101, A122, A143, A152, A172, A191, A201,1,1.0,1,4,264
60,16573,23,2.0,A14, A33, A49, A61, A73, A93, A101, A123, A142, A152, A173, A191, A201,1,2.0,1,2,265
4,937,60,4.0,A11, A34, A40, A61, A74, A93, A101, A121, A143, A152, A172, A192, A201,1,2.0,1,3,266
36,4992,32,2.0,A11, A32, A40, A65, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,267
15,862,23,4.0,A12, A32, A43, A65, A73, A92, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,268
12,9445,39,2.0,A14, A32, A40, A61, A73, A93, A102, A121, A143, A152, A172, A191, A202,1,1.0,2,2,269
9,720,20,4.0,A14, A34, A40, A64, A73, A92, A101, A121, A143, A152, A173, A192, A201,1,2.0,1,4,270
9,1526,32,4.0,A12, A34, A46, A61, A75, A92, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,271
24,1569,26,2.0,A12, A32, A43, A65, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,272
24,1817,35,4.0,A11, A32, A46, A61, A72, A93, A102, A123, A143, A153, A173, A192, A201,2,1.0,1,4,273
36,2955,27,2.0,A14, A34, A43, A61, A73, A93, A101, A121, A142, A152, A172, A191, A201,2,2.0,1,2,274
9,885,34,4.0,A14, A32, A42, A61, A73, A93, A101, A121, A143, A152, A174, A192, A201,1,1.0,1,4,275
12,3945,40,4.0,A11, A32, A46, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,1,276
18,2051,37,4.0,A14, A34, A46, A64, A75, A93, A101, A124, A143, A153, A173, A191, A201,2,3.0,1,4,277
9,1278,29,1.0,A12, A32, A43, A65, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,278
24,691,40,4.0,A14, A34, A43, A61, A75, A93, A101, A122, A142, A152, A172, A191, A201,1,2.0,2,4,279
48,4820,28,2.0,A14, A31, A43, A61, A75, A93, A101, A123, A141, A152, A173, A191, A201,2,1.0,1,4,280
28,1907,25,2.0,A14, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,3,281
12,3027,41,4.0,A11, A32, A42, A61, A72, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,3,282
18,974,22,2.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,283
48,9464,35,4.0,A12, A31, A49, A61, A71, A93, A101, A121, A142, A152, A173, A192, A201,1,1.0,1,4,284
15,2324,29,2.0,A11, A34, A42, A61, A71, A93, A102, A122, A143, A152, A173, A191, A201,2,1.0,1,1,285
6,2184,36,2.0,A14, A34, A46, A61, A71, A93, A101, A124, A141, A153, A174, A191, A201,1,1.0,1,2,286
18,8242,40,4.0,A12, A32, A43, A65, A73, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,287
24,1307,38,2.0,A14, A32, A42, A61, A75, A93, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,4,288
12,3911,30,4.0,A14, A34, A43, A61, A74, A92, A101, A124, A143, A152, A173, A191, A201,1,2.0,1,4,289
36,695,42,2.0,A12, A32, A40, A61, A73, A92, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,290
6,741,22,2.0,A11, A34, A43, A65, A72, A92, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,291
6,801,21,4.0,A12, A34, A42, A61, A75, A92, A101, A121, A143, A152, A173, A191, A201,2,2.0,1,4,292
24,2083,24,1.0,A12, A32, A43, A61, A72, A94, A103, A121, A141, A152, A173, A192, A201,1,1.0,1,1,293
6,1336,32,4.0,A11, A32, A46, A61, A73, A93, A101, A124, A143, A153, A174, A191, A201,1,1.0,1,4,294
24,3605,31,4.0,A12, A34, A46, A65, A75, A93, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,4,295
15,5327,63,2.0,A12, A32, A42, A61, A73, A93, A101, A122, A143, A152, A172, A191, A201,2,1.0,1,1,296
7,2765,24,2.0,A12, A32, A42, A61, A73, A92, A101, A121, A143, A152, A173, A191, A201,2,1.0,1,3,297
48,1804,29,2.0,A12, A32, A43, A65, A75, A93, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,4,298
24,1255,26,2.0,A14, A32, A40, A65, A72, A93, A101, A123, A143, A152, A173, A192, A201,2,1.0,1,4,299
15,1043,47,2.0,A11, A34, A40, A61, A75, A92, A102, A122, A143, A152, A172, A191, A201,2,1.0,1,4,300
30,7188,30,4.0,A14, A34, A43, A61, A74, A92, A101, A123, A141, A151, A173, A192, A201,2,1.0,1,4,301
5,308,24,4.0,A11, A34, A42, A61, A75, A93, A101, A121, A143, A151, A173, A191, A201,1,1.0,1,4,302
36,1701,27,4.0,A14, A34, A40, A64, A75, A93, A101, A124, A143, A152, A173, A192, A201,1,3.0,1,4,303
24,7718,26,4.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,3,304
8,683,30,2.0,A14, A34, A40, A65, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,305
6,1028,49,4.0,A11, A32, A46, A65, A72, A92, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,4,306
11,5994,27,1.0,A12, A32, A43, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,3,307
42,4891,22,4.0,A12, A32, A49, A61, A73, A92, A101, A121, A143, A152, A173, A192, A201,1,2.0,1,1,308
46,10446,23,4.0,A14, A34, A40, A62, A72, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,309
24,1269,26,4.0,A12, A34, A42, A64, A75, A94, A101, A121, A143, A151, A173, A191, A201,1,2.0,1,3,310
15,3534,49,4.0,A11, A32, A42, A61, A73, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,2,1,311
36,1745,28,4.0,A14, A34, A46, A64, A73, A93, A101, A124, A142, A152, A173, A191, A201,1,2.0,1,4,312
9,1381,48,4.0,A14, A32, A46, A61, A75, A93, A101, A124, A143, A153, A173, A192, A201,1,1.0,1,4,313
9,646,27,4.0,A14, A34, A43, A64, A75, A94, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,314
36,2737,26,2.0,A11, A32, A40, A65, A72, A93, A102, A123, A143, A152, A174, A192, A201,1,1.0,2,4,315
24,705,34,4.0,A14, A32, A40, A65, A75, A92, A101, A122, A143, A152, A174, A191, A201,1,1.0,1,4,316
36,1457,42,1.0,A12, A34, A49, A61, A73, A93, A103, A121, A142, A152, A173, A192, A201,1,1.0,1,4,317
9,589,33,3.0,A11, A32, A40, A61, A74, A94, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,318
12,1227,72,4.0,A11, A32, A40, A61, A73, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,2,319
12,4501,36,2.0,A12, A32, A42, A61, A73, A93, A101, A122, A143, A151, A172, A191, A201,1,1.0,1,2,320
6,1265,50,4.0,A11, A32, A46, A65, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,1.0,1,4,321
32,3349,26,4.0,A14, A34, A49, A65, A74, A93, A101, A124, A143, A152, A173, A191, A201,1,2.0,2,4,322
18,3998,48,4.0,A14, A32, A40, A65, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,2,323
4,266,31,2.0,A12, A32, A43, A61, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,324
18,4353,31,2.0,A14, A32, A41, A61, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,3,325
9,1407,22,4.0,A12, A32, A43, A63, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,3,326
12,1168,29,4.0,A14, A33, A46, A64, A74, A93, A101, A124, A142, A153, A173, A191, A201,1,2.0,1,4,327
15,5154,37,1.0,A11, A32, A40, A61, A71, A93, A102, A122, A143, A152, A173, A192, A201,1,1.0,1,1,328
18,1919,50,2.0,A11, A32, A40, A61, A73, A93, A102, A122, A143, A152, A173, A191, A202,1,1.0,2,1,329
12,548,35,4.0,A14, A32, A43, A65, A75, A93, A101, A122, A141, A152, A173, A191, A201,1,1.0,1,4,330
24,2762,38,2.0,A14, A34, A43, A61, A75, A93, A101, A122, A143, A152, A173, A192, A201,2,1.0,1,4,331
6,10482,42,4.0,A14, A32, A46, A61, A75, A93, A101, A124, A143, A153, A174, A192, A201,1,1.0,1,2,332
15,289,19,4.0,A14, A34, A43, A61, A72, A92, A101, A123, A143, A152, A173, A192, A201,1,2.0,1,4,333
15,1516,44,3.0,A11, A31, A43, A61, A74, A93, A102, A124, A141, A153, A172, A191, A201,1,1.0,1,2,334
18,3154,30,4.0,A14, A34, A41, A65, A74, A93, A101, A122, A143, A152, A173, A192, A201,1,2.0,1,4,335
12,1635,23,4.0,A14, A32, A40, A61, A75, A93, A101, A123, A143, A151, A173, A192, A201,2,1.0,1,2,336
12,2387,25,2.0,A12, A34, A40, A65, A73, A92, A102, A121, A143, A152, A173, A191, A201,2,2.0,1,1,337
12,2273,35,2.0,A14, A32, A43, A63, A74, A93, A101, A123, A142, A152, A173, A192, A201,1,1.0,2,2,338
18,652,26,4.0,A14, A34, A43, A64, A75, A92, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,339
10,1458,26,2.0,A14, A34, A46, A62, A71, A92, A102, A122, A143, A152, A171, A191, A201,2,1.0,1,4,340
24,295,19,3.0,A11, A32, A43, A61, A75, A94, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,341
30,1927,36,3.0,A11, A34, A42, A65, A71, A92, A102, A122, A142, A152, A174, A192, A201,2,2.0,1,4,342
24,1169,45,4.0,A11, A32, A43, A61, A72, A92, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,343
6,1048,26,2.0,A14, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,2,1,344
60,8156,22,2.0,A12, A32, A42, A65, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,345
6,408,29,4.0,A14, A34, A43, A65, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,346
6,1422,40,2.0,A14, A32, A42, A61, A72, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,2,347
24,1160,62,4.0,A12, A34, A40, A61, A75, A93, A103, A122, A143, A152, A172, A191, A201,1,2.0,1,4,348
12,1959,28,4.0,A11, A32, A46, A61, A71, A93, A101, A122, A143, A152, A172, A192, A201,2,1.0,1,2,349
9,724,37,4.0,A14, A34, A46, A65, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,2.0,1,4,350
60,1883,36,2.0,A14, A32, A43, A61, A74, A92, A101, A123, A143, A151, A173, A192, A201,1,1.0,1,2,351
12,1240,28,3.0,A14, A34, A43, A61, A74, A94, A101, A123, A142, A152, A173, A191, A201,1,2.0,1,3,352
6,575,64,4.0,A11, A32, A46, A65, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,1.0,1,4,353
26,1575,24,2.0,A11, A32, A40, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,3,354
9,958,29,2.0,A14, A32, A43, A65, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,355
48,3631,25,2.0,A14, A34, A40, A62, A73, A93, A101, A122, A143, A152, A174, A191, A201,1,1.0,1,4,356
6,2565,33,4.0,A14, A34, A46, A61, A75, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,2,357
24,1470,28,2.0,A11, A31, A46, A65, A74, A92, A102, A124, A143, A152, A173, A191, A201,2,1.0,1,4,358
24,944,27,2.0,A11, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,359
18,2248,28,2.0,A14, A34, A49, A61, A73, A93, A101, A122, A142, A152, A173, A192, A201,1,2.0,1,3,360
6,653,32,2.0,A14, A34, A42, A61, A72, A92, A101, A122, A143, A151, A173, A192, A201,1,2.0,1,4,361
24,9084,23,2.0,A14, A34, A43, A61, A73, A92, A101, A122, A143, A152, A173, A192, A201,1,2.0,1,3,362
12,1918,28,2.0,A14, A32, A43, A65, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,3,363
15,2313,43,3.0,A14, A34, A42, A61, A74, A92, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,2,364
6,1398,35,4.0,A11, A32, A46, A61, A74, A93, A101, A122, A143, A153, A173, A191, A201,2,1.0,1,4,365
18,1000,23,2.0,A14, A32, A43, A65, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,366
15,1859,23,2.0,A11, A34, A43, A61, A73, A94, A101, A121, A143, A151, A173, A191, A201,1,1.0,1,4,367
21,2998,26,2.0,A12, A32, A43, A61, A73, A94, A101, A121, A143, A152, A173, A192, A201,2,1.0,1,3,368
18,1294,24,2.0,A12, A34, A43, A61, A73, A94, A103, A121, A143, A152, A173, A191, A201,1,2.0,1,4,369
11,4932,33,1.0,A12, A32, A43, A61, A73, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,1,370
12,986,30,1.0,A14, A34, A43, A64, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,371
6,656,24,2.0,A14, A32, A43, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,372
48,6456,36,2.0,A14, A32, A42, A63, A73, A92, A101, A123, A141, A151, A173, A192, A201,1,1.0,1,4,373
12,361,29,2.0,A14, A32, A43, A63, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,374
12,7617,38,2.0,A14, A32, A49, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,2,1,375
48,3204,32,2.0,A14, A34, A43, A65, A73, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,4,376
22,2649,23,4.0,A11, A32, A41, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,377
18,1026,43,4.0,A11, A34, A42, A65, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,378
6,9497,22,2.0,A11, A32, A40, A65, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,2,1,379
10,1560,29,4.0,A14, A34, A41, A64, A73, A92, A101, A121, A143, A151, A172, A191, A201,1,2.0,1,1,380
21,2196,29,4.0,A14, A34, A46, A61, A75, A93, A101, A124, A143, A153, A174, A192, A201,1,2.0,1,4,381
9,3726,50,1.0,A11, A32, A43, A61, A72, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,3,382
9,2142,23,4.0,A14, A32, A43, A61, A72, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,3,383
12,2305,25,2.0,A14, A34, A40, A62, A72, A93, A101, A123, A143, A152, A172, A191, A201,1,2.0,1,4,384
7,485,41,4.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,385
30,4000,32,2.0,A12, A32, A42, A65, A72, A93, A101, A121, A143, A151, A172, A191, A201,1,1.0,1,2,386
9,327,31,4.0,A14, A32, A43, A65, A75, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,387
44,7896,29,1.0,A14, A34, A46, A64, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,2,388
9,960,65,4.0,A11, A34, A42, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,1,389
15,970,25,2.0,A11, A32, A42, A61, A73, A93, A103, A121, A143, A152, A173, A192, A201,1,1.0,1,3,390
24,1534,47,4.0,A14, A32, A40, A61, A75, A92, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,391
18,1933,62,4.0,A11, A34, A40, A61, A75, A93, A101, A121, A143, A152, A173, A192, A201,1,2.0,1,4,392
43,501,28,2.0,A14, A34, A43, A61, A75, A94, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,393
48,6752,33,4.0,A14, A32, A43, A65, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,2,4,394
12,5605,30,4.0,A12, A32, A43, A61, A72, A92, A101, A121, A143, A151, A173, A191, A201,1,1.0,1,3,395
48,5319,40,4.0,A12, A34, A42, A61, A71, A93, A101, A122, A143, A152, A174, A191, A201,1,1.0,1,4,396
24,3001,28,2.0,A12, A34, A40, A61, A73, A92, A102, A122, A143, A152, A173, A191, A201,1,2.0,1,3,397
30,7325,36,2.0,A14, A32, A40, A61, A71, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,398
24,1104,23,4.0,A11, A31, A46, A61, A73, A92, A101, A124, A143, A153, A173, A191, A201,2,1.0,1,4,399
9,3078,47,4.0,A12, A32, A46, A61, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,1.0,1,4,400
54,9236,23,2.0,A11, A32, A43, A61, A73, A93, A101, A123, A143, A151, A173, A192, A201,2,1.0,2,4,401
18,3631,32,3.0,A11, A32, A42, A61, A72, A93, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,4,402
9,5543,28,2.0,A12, A31, A42, A64, A72, A94, A102, A122, A141, A152, A173, A191, A201,2,2.0,1,2,403
6,721,36,4.0,A11, A32, A46, A61, A72, A93, A101, A122, A143, A151, A173, A191, A201,2,1.0,1,3,404
36,4906,31,2.0,A12, A32, A42, A61, A71, A93, A102, A122, A143, A152, A173, A192, A201,2,1.0,1,4,405
11,1484,61,4.0,A11, A34, A43, A61, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,3,406
6,533,22,4.0,A14, A34, A43, A61, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,407
6,481,20,4.0,A12, A32, A43, A62, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,408
46,2521,28,2.0,A14, A32, A49, A64, A72, A94, A101, A121, A142, A152, A173, A192, A201,1,1.0,1,4,409
10,799,40,4.0,A14, A32, A40, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,1,410
6,452,32,1.0,A11, A32, A42, A61, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,411
4,1293,30,2.0,A14, A32, A43, A65, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,412
18,2116,41,3.0,A11, A32, A40, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,3,413
9,1352,24,2.0,A12, A32, A43, A61, A73, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,414
18,858,30,4.0,A14, A34, A43, A64, A75, A92, A101, A121, A143, A152, A173, A192, A201,1,2.0,1,4,415
8,6455,34,4.0,A14, A31, A46, A64, A73, A93, A101, A124, A141, A153, A172, A191, A201,2,3.0,1,4,416
48,848,23,1.0,A11, A32, A42, A61, A73, A94, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,417
24,8415,25,4.0,A11, A32, A40, A65, A72, A92, A101, A123, A143, A151, A173, A191, A201,1,2.0,1,2,418
8,1275,22,1.0,A14, A34, A40, A62, A73, A92, A101, A121, A143, A152, A173, A191, A201,2,1.0,1,4,419
15,1602,33,4.0,A12, A34, A46, A64, A75, A93, A101, A124, A143, A152, A173, A191, A201,1,3.0,1,4,420
18,282,46,2.0,A14, A34, A43, A65, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,421
20,7264,24,2.0,A12, A32, A43, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,3,422
24,1627,29,2.0,A11, A34, A42, A65, A73, A93, A102, A122, A143, A152, A173, A191, A201,1,2.0,1,4,423
36,6562,27,3.0,A12, A31, A40, A62, A74, A93, A101, A123, A141, A152, A173, A192, A201,1,1.0,1,4,424
12,771,25,2.0,A14, A32, A43, A61, A73, A92, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,425
60,10802,24,2.0,A12, A32, A42, A61, A73, A92, A101, A123, A143, A152, A173, A192, A201,2,1.0,1,2,426
6,718,23,1.0,A11, A34, A40, A61, A73, A92, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,2,427
36,780,21,2.0,A14, A32, A43, A61, A73, A94, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,428
46,3004,25,2.0,A12, A34, A42, A61, A73, A92, A101, A122, A143, A152, A172, A191, A201,1,2.0,1,2,429
15,789,24,4.0,A14, A34, A40, A65, A75, A92, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,430
18,665,22,4.0,A14, A32, A43, A63, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,431
24,7567,28,2.0,A12, A32, A40, A61, A73, A94, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,432
10,784,25,1.0,A14, A32, A43, A65, A72, A92, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,433
6,1228,50,4.0,A12, A32, A46, A61, A75, A93, A101, A124, A143, A153, A173, A192, A201,2,1.0,1,4,434
36,6347,44,2.0,A12, A32, A49, A61, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,2,435
9,3516,32,2.0,A14, A34, A40, A64, A71, A93, A101, A124, A143, A152, A174, A192, A201,1,2.0,1,4,436
24,1255,31,4.0,A11, A31, A46, A61, A71, A93, A102, A124, A143, A152, A173, A191, A201,2,1.0,1,4,437
12,1911,53,4.0,A11, A34, A40, A61, A74, A92, A101, A123, A143, A152, A174, A192, A201,1,2.0,1,1,438
12,2242,32,2.0,A14, A32, A43, A61, A73, A93, A101, A122, A143, A151, A173, A192, A201,1,1.0,1,4,439
58,3981,41,4.0,A14, A34, A40, A65, A75, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,2,4,440
18,1932,29,2.0,A11, A32, A40, A61, A73, A94, A101, A123, A143, A152, A173, A192, A201,2,2.0,1,2,441
9,892,21,1.0,A12, A32, A43, A61, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,1,442
12,1152,23,4.0,A14, A34, A43, A61, A73, A92, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,2,443
18,5772,23,2.0,A12, A34, A43, A61, A73, A93, A102, A121, A141, A152, A173, A191, A201,1,3.0,1,4,444
9,452,24,4.0,A11, A34, A40, A61, A73, A93, A101, A121, A143, A152, A172, A191, A201,2,2.0,2,4,445
